Entity,Code,Day,total_boosters_per_hundred
Armenia,ARM,2022-01-09,0.04
Armenia,ARM,2022-01-17,0.09
Armenia,ARM,2022-01-23,0.19
Asia,,2021-04-10,0
Asia,,2021-04-11,0
Asia,,2021-04-12,0
Asia,,2021-04-13,0
Asia,,2021-04-14,0
Asia,,2021-04-15,0
Asia,,2021-04-16,0
Asia,,2021-04-17,0
Asia,,2021-04-18,0
Asia,,2021-04-19,0
Asia,,2021-04-20,0
Asia,,2021-04-21,0
Asia,,2021-04-22,0
Asia,,2021-04-23,0
Asia,,2021-04-24,0
Asia,,2021-04-25,0
Asia,,2021-04-26,0
Asia,,2021-04-27,0
Asia,,2021-04-28,0
Asia,,2021-04-29,0
Asia,,2021-04-30,0
Asia,,2021-05-01,0
Asia,,2021-05-02,0
Asia,,2021-05-03,0
Asia,,2021-05-04,0
Asia,,2021-05-05,0
Asia,,2021-05-06,0
Asia,,2021-05-07,0
Asia,,2021-05-08,0
Asia,,2021-05-09,0
Asia,,2021-05-10,0
Asia,,2021-05-11,0
Asia,,2021-05-12,0
Asia,,2021-05-13,0
Asia,,2021-05-14,0
Asia,,2021-05-15,0
Asia,,2021-05-16,0
Asia,,2021-05-17,0
Asia,,2021-05-18,0
Asia,,2021-05-19,0
Asia,,2021-05-20,0
Asia,,2021-05-21,0
Asia,,2021-05-22,0
Asia,,2021-05-23,0
Asia,,2021-05-24,0
Asia,,2021-05-25,0
Asia,,2021-05-26,0
Asia,,2021-05-27,0
Asia,,2021-05-28,0
Asia,,2021-05-29,0
Asia,,2021-05-30,0
Asia,,2021-05-31,0
Asia,,2021-06-01,0
Asia,,2021-06-02,0
Asia,,2021-06-03,0
Asia,,2021-06-04,0
Asia,,2021-06-05,0
Asia,,2021-06-06,0
Asia,,2021-06-07,0
Asia,,2021-06-08,0
Asia,,2021-06-09,0
Asia,,2021-06-10,0
Asia,,2021-06-11,0
Asia,,2021-06-12,0
Asia,,2021-06-13,0
Asia,,2021-06-14,0
Asia,,2021-06-15,0
Asia,,2021-06-16,0
Asia,,2021-06-17,0
Asia,,2021-06-18,0
Asia,,2021-06-19,0
Asia,,2021-06-20,0
Asia,,2021-06-21,0
Asia,,2021-06-22,0
Asia,,2021-06-23,0
Asia,,2021-06-24,0
Asia,,2021-06-25,0
Asia,,2021-06-26,0
Asia,,2021-06-27,0
Asia,,2021-06-28,0
Asia,,2021-06-29,0
Asia,,2021-06-30,0.01
Asia,,2021-07-01,0.01
Asia,,2021-07-02,0.02
Asia,,2021-07-03,0.02
Asia,,2021-07-04,0.03
Asia,,2021-07-05,0.04
Asia,,2021-07-06,0.05
Asia,,2021-07-07,0.05
Asia,,2021-07-08,0.06
Asia,,2021-07-09,0.06
Asia,,2021-07-10,0.06
Asia,,2021-07-11,0.06
Asia,,2021-07-12,0.07
Asia,,2021-07-13,0.07
Asia,,2021-07-14,0.07
Asia,,2021-07-15,0.12
Asia,,2021-07-16,0.12
Asia,,2021-07-17,0.12
Asia,,2021-07-18,0.12
Asia,,2021-07-19,0.12
Asia,,2021-07-20,0.12
Asia,,2021-07-21,0.12
Asia,,2021-07-22,0.12
Asia,,2021-07-23,0.12
Asia,,2021-07-24,0.12
Asia,,2021-07-25,0.13
Asia,,2021-07-26,0.13
Asia,,2021-07-27,0.14
Asia,,2021-07-28,0.14
Asia,,2021-07-29,0.14
Asia,,2021-07-30,0.15
Asia,,2021-07-31,0.15
Asia,,2021-08-01,0.15
Asia,,2021-08-02,0.15
Asia,,2021-08-03,0.16
Asia,,2021-08-04,0.16
Asia,,2021-08-05,0.17
Asia,,2021-08-06,0.17
Asia,,2021-08-07,0.17
Asia,,2021-08-08,0.18
Asia,,2021-08-09,0.18
Asia,,2021-08-10,0.19
Asia,,2021-08-11,0.2
Asia,,2021-08-12,0.21
Asia,,2021-08-13,0.21
Asia,,2021-08-14,0.22
Asia,,2021-08-15,0.22
Asia,,2021-08-16,0.23
Asia,,2021-08-17,0.23
Asia,,2021-08-18,0.24
Asia,,2021-08-19,0.25
Asia,,2021-08-20,0.25
Asia,,2021-08-21,0.26
Asia,,2021-08-22,0.26
Asia,,2021-08-23,0.27
Asia,,2021-08-24,0.27
Asia,,2021-08-25,0.28
Asia,,2021-08-26,0.29
Asia,,2021-08-27,0.29
Asia,,2021-08-28,0.29
Asia,,2021-08-29,0.3
Asia,,2021-08-30,0.3
Asia,,2021-08-31,0.31
Asia,,2021-09-01,0.31
Asia,,2021-09-02,0.32
Asia,,2021-09-03,0.32
Asia,,2021-09-04,0.32
Asia,,2021-09-05,0.33
Asia,,2021-09-06,0.33
Asia,,2021-09-07,0.33
Asia,,2021-09-08,0.34
Asia,,2021-09-09,0.34
Asia,,2021-09-10,0.35
Asia,,2021-09-11,0.35
Asia,,2021-09-12,0.35
Asia,,2021-09-13,0.35
Asia,,2021-09-14,0.36
Asia,,2021-09-15,0.36
Asia,,2021-09-16,0.36
Asia,,2021-09-17,0.37
Asia,,2021-09-18,0.37
Asia,,2021-09-19,0.37
Asia,,2021-09-20,0.37
Asia,,2021-09-21,0.38
Asia,,2021-09-22,0.38
Asia,,2021-09-23,0.38
Asia,,2021-09-24,0.39
Asia,,2021-09-25,0.39
Asia,,2021-09-26,0.39
Asia,,2021-09-27,0.39
Asia,,2021-09-28,0.4
Asia,,2021-09-29,0.4
Asia,,2021-09-30,0.4
Asia,,2021-10-01,0.41
Asia,,2021-10-02,0.41
Asia,,2021-10-03,0.41
Asia,,2021-10-04,0.41
Asia,,2021-10-05,0.44
Asia,,2021-10-06,0.44
Asia,,2021-10-07,0.44
Asia,,2021-10-08,0.45
Asia,,2021-10-09,0.45
Asia,,2021-10-10,0.45
Asia,,2021-10-11,0.45
Asia,,2021-10-12,0.46
Asia,,2021-10-13,0.46
Asia,,2021-10-14,0.47
Asia,,2021-10-15,0.47
Asia,,2021-10-16,0.47
Asia,,2021-10-17,0.48
Asia,,2021-10-18,0.48
Asia,,2021-10-19,0.48
Asia,,2021-10-20,0.49
Asia,,2021-10-21,0.49
Asia,,2021-10-22,0.49
Asia,,2021-10-23,0.5
Asia,,2021-10-24,0.5
Asia,,2021-10-25,0.5
Asia,,2021-10-26,0.51
Asia,,2021-10-27,0.51
Asia,,2021-10-28,0.52
Asia,,2021-10-29,0.52
Asia,,2021-10-30,0.52
Asia,,2021-10-31,0.53
Asia,,2021-11-01,0.53
Asia,,2021-11-02,0.54
Asia,,2021-11-03,0.55
Asia,,2021-11-04,0.55
Asia,,2021-11-05,1.37
Asia,,2021-11-06,1.37
Asia,,2021-11-07,1.38
Asia,,2021-11-08,1.39
Asia,,2021-11-09,1.4
Asia,,2021-11-10,1.41
Asia,,2021-11-11,1.42
Asia,,2021-11-12,1.67
Asia,,2021-11-13,1.68
Asia,,2021-11-14,1.68
Asia,,2021-11-15,1.69
Asia,,2021-11-16,1.7
Asia,,2021-11-17,1.71
Asia,,2021-11-18,1.72
Asia,,2021-11-19,2.08
Asia,,2021-11-20,2.08
Asia,,2021-11-21,2.09
Asia,,2021-11-22,2.1
Asia,,2021-11-23,2.11
Asia,,2021-11-24,2.12
Asia,,2021-11-25,2.13
Asia,,2021-11-26,2.14
Asia,,2021-11-27,2.15
Asia,,2021-11-28,2.16
Asia,,2021-11-29,2.17
Asia,,2021-11-30,2.18
Asia,,2021-12-01,2.2
Asia,,2021-12-02,2.21
Asia,,2021-12-03,2.87
Asia,,2021-12-04,2.88
Asia,,2021-12-05,2.9
Asia,,2021-12-06,2.91
Asia,,2021-12-07,2.93
Asia,,2021-12-08,2.94
Asia,,2021-12-09,2.98
Asia,,2021-12-10,3.52
Asia,,2021-12-11,3.55
Asia,,2021-12-12,3.55
Asia,,2021-12-13,3.58
Asia,,2021-12-14,3.61
Asia,,2021-12-15,3.66
Asia,,2021-12-16,3.7
Asia,,2021-12-17,3.75
Asia,,2021-12-18,3.79
Asia,,2021-12-19,3.86
Asia,,2021-12-20,3.91
Asia,,2021-12-21,3.98
Asia,,2021-12-22,4.02
Asia,,2021-12-23,4.09
Asia,,2021-12-24,4.13
Asia,,2021-12-25,4.15
Asia,,2021-12-26,4.17
Asia,,2021-12-27,4.23
Asia,,2021-12-28,4.28
Asia,,2021-12-29,4.32
Asia,,2021-12-30,4.37
Asia,,2021-12-31,4.41
Asia,,2022-01-01,4.42
Asia,,2022-01-02,4.44
Asia,,2022-01-03,4.48
Asia,,2022-01-04,4.51
Asia,,2022-01-05,4.56
Asia,,2022-01-06,9.1
Asia,,2022-01-07,9.15
Asia,,2022-01-08,9.18
Asia,,2022-01-09,9.22
Asia,,2022-01-10,9.27
Asia,,2022-01-11,9.32
Asia,,2022-01-12,9.38
Asia,,2022-01-13,9.67
Asia,,2022-01-14,9.73
Asia,,2022-01-15,9.79
Asia,,2022-01-16,9.85
Asia,,2022-01-17,9.91
Asia,,2022-01-18,9.97
Asia,,2022-01-19,10.05
Asia,,2022-01-20,10.12
Asia,,2022-01-21,10.17
Asia,,2022-01-22,10.21
Asia,,2022-01-23,10.26
Asia,,2022-01-24,10.31
Asia,,2022-01-25,10.36
Australia,AUS,2021-10-07,0
Australia,AUS,2021-10-08,0
Australia,AUS,2021-10-09,0
Australia,AUS,2021-10-10,0
Australia,AUS,2021-10-11,0
Australia,AUS,2021-10-12,0
Australia,AUS,2021-10-13,0.01
Australia,AUS,2021-10-14,0.01
Australia,AUS,2021-10-15,0.01
Australia,AUS,2021-10-16,0.01
Australia,AUS,2021-10-17,0.01
Australia,AUS,2021-10-18,0.01
Australia,AUS,2021-10-19,0.01
Australia,AUS,2021-10-20,0.02
Australia,AUS,2021-10-21,0.02
Australia,AUS,2021-10-22,0.02
Australia,AUS,2021-10-23,0.03
Australia,AUS,2021-10-24,0.03
Australia,AUS,2021-10-25,0.03
Australia,AUS,2021-10-26,0.03
Australia,AUS,2021-10-27,0.04
Australia,AUS,2021-10-28,0.04
Australia,AUS,2021-10-29,0.05
Australia,AUS,2021-10-30,0.07
Australia,AUS,2021-10-31,0.08
Australia,AUS,2021-11-01,0.18
Australia,AUS,2021-11-02,0.28
Australia,AUS,2021-11-03,0.39
Australia,AUS,2021-11-04,0.49
Australia,AUS,2021-11-05,0.58
Australia,AUS,2021-11-06,0.67
Australia,AUS,2021-11-07,0.69
Australia,AUS,2021-11-08,0.74
Australia,AUS,2021-11-09,0.8
Australia,AUS,2021-11-10,0.86
Australia,AUS,2021-11-11,0.92
Australia,AUS,2021-11-12,0.97
Australia,AUS,2021-11-13,1
Australia,AUS,2021-11-14,1.01
Australia,AUS,2021-11-15,1.05
Australia,AUS,2021-11-16,1.1
Australia,AUS,2021-11-17,1.16
Australia,AUS,2021-11-18,1.21
Australia,AUS,2021-11-19,1.26
Australia,AUS,2021-11-20,1.29
Australia,AUS,2021-11-21,1.29
Australia,AUS,2021-11-22,1.34
Australia,AUS,2021-11-23,1.4
Australia,AUS,2021-11-24,1.46
Australia,AUS,2021-11-25,1.51
Australia,AUS,2021-11-26,1.57
Australia,AUS,2021-11-27,1.6
Australia,AUS,2021-11-28,1.61
Australia,AUS,2021-11-29,1.67
Australia,AUS,2021-11-30,1.74
Australia,AUS,2021-12-01,1.82
Australia,AUS,2021-12-02,1.92
Australia,AUS,2021-12-03,2.02
Australia,AUS,2021-12-04,2.06
Australia,AUS,2021-12-05,2.08
Australia,AUS,2021-12-06,2.17
Australia,AUS,2021-12-07,2.26
Australia,AUS,2021-12-08,2.37
Australia,AUS,2021-12-09,2.49
Australia,AUS,2021-12-10,2.6
Australia,AUS,2021-12-11,2.66
Australia,AUS,2021-12-12,2.7
Australia,AUS,2021-12-13,2.99
Australia,AUS,2021-12-14,3.37
Australia,AUS,2021-12-15,3.82
Australia,AUS,2021-12-16,4.33
Australia,AUS,2021-12-17,4.88
Australia,AUS,2021-12-18,5.15
Australia,AUS,2021-12-19,5.31
Australia,AUS,2021-12-20,5.86
Australia,AUS,2021-12-21,6.47
Australia,AUS,2021-12-22,7.12
Australia,AUS,2021-12-23,7.7
Australia,AUS,2021-12-24,7.7
Australia,AUS,2021-12-25,7.7
Australia,AUS,2021-12-26,8.12
Australia,AUS,2021-12-27,8.21
Australia,AUS,2021-12-28,8.32
Australia,AUS,2021-12-29,8.75
Australia,AUS,2021-12-30,9.23
Australia,AUS,2021-12-31,9.23
Australia,AUS,2022-01-01,9.23
Australia,AUS,2022-01-02,9.81
Australia,AUS,2022-01-03,9.95
Australia,AUS,2022-01-04,10.63
Australia,AUS,2022-01-05,11.5
Australia,AUS,2022-01-06,12.4
Australia,AUS,2022-01-07,13.28
Australia,AUS,2022-01-08,13.83
Australia,AUS,2022-01-09,14.16
Australia,AUS,2022-01-10,15
Australia,AUS,2022-01-11,15.94
Australia,AUS,2022-01-12,16.92
Australia,AUS,2022-01-13,17.91
Australia,AUS,2022-01-14,18.86
Australia,AUS,2022-01-15,19.38
Australia,AUS,2022-01-16,19.68
Australia,AUS,2022-01-17,20.62
Australia,AUS,2022-01-18,21.53
Australia,AUS,2022-01-19,22.48
Australia,AUS,2022-01-20,23.51
Australia,AUS,2022-01-21,24.49
Australia,AUS,2022-01-22,25.05
Australia,AUS,2022-01-23,25.39
Australia,AUS,2022-01-24,26.34
Australia,AUS,2022-01-25,27.3
Austria,AUT,2021-01-17,0
Austria,AUT,2021-01-18,0
Austria,AUT,2021-01-19,0
Austria,AUT,2021-01-20,0
Austria,AUT,2021-01-21,0
Austria,AUT,2021-01-22,0
Austria,AUT,2021-01-23,0
Austria,AUT,2021-01-24,0
Austria,AUT,2021-01-25,0
Austria,AUT,2021-01-26,0
Austria,AUT,2021-01-27,0
Austria,AUT,2021-01-28,0
Austria,AUT,2021-01-29,0
Austria,AUT,2021-01-30,0
Austria,AUT,2021-01-31,0
Austria,AUT,2021-02-01,0
Austria,AUT,2021-02-02,0
Austria,AUT,2021-02-03,0
Austria,AUT,2021-02-04,0
Austria,AUT,2021-02-05,0
Austria,AUT,2021-02-06,0
Austria,AUT,2021-02-07,0
Austria,AUT,2021-02-08,0
Austria,AUT,2021-02-09,0
Austria,AUT,2021-02-10,0
Austria,AUT,2021-02-11,0
Austria,AUT,2021-02-12,0
Austria,AUT,2021-02-13,0
Austria,AUT,2021-02-14,0
Austria,AUT,2021-02-15,0
Austria,AUT,2021-02-16,0
Austria,AUT,2021-02-17,0
Austria,AUT,2021-02-18,0
Austria,AUT,2021-02-19,0
Austria,AUT,2021-02-20,0
Austria,AUT,2021-02-21,0
Austria,AUT,2021-02-22,0
Austria,AUT,2021-02-23,0
Austria,AUT,2021-02-24,0
Austria,AUT,2021-02-25,0
Austria,AUT,2021-02-26,0
Austria,AUT,2021-02-27,0
Austria,AUT,2021-02-28,0
Austria,AUT,2021-03-01,0
Austria,AUT,2021-03-02,0
Austria,AUT,2021-03-03,0
Austria,AUT,2021-03-04,0
Austria,AUT,2021-03-05,0
Austria,AUT,2021-03-06,0
Austria,AUT,2021-03-07,0
Austria,AUT,2021-03-08,0
Austria,AUT,2021-03-09,0
Austria,AUT,2021-03-10,0
Austria,AUT,2021-03-11,0
Austria,AUT,2021-03-12,0
Austria,AUT,2021-03-13,0
Austria,AUT,2021-03-14,0
Austria,AUT,2021-03-15,0
Austria,AUT,2021-03-16,0
Austria,AUT,2021-03-17,0
Austria,AUT,2021-03-18,0
Austria,AUT,2021-03-19,0
Austria,AUT,2021-03-20,0
Austria,AUT,2021-03-21,0
Austria,AUT,2021-03-22,0
Austria,AUT,2021-03-23,0
Austria,AUT,2021-03-24,0
Austria,AUT,2021-03-25,0
Austria,AUT,2021-03-26,0
Austria,AUT,2021-03-27,0
Austria,AUT,2021-03-28,0
Austria,AUT,2021-03-29,0
Austria,AUT,2021-03-30,0
Austria,AUT,2021-03-31,0
Austria,AUT,2021-04-01,0
Austria,AUT,2021-04-02,0
Austria,AUT,2021-04-03,0
Austria,AUT,2021-04-04,0
Austria,AUT,2021-04-05,0
Austria,AUT,2021-04-06,0
Austria,AUT,2021-04-07,0
Austria,AUT,2021-04-08,0
Austria,AUT,2021-04-09,0
Austria,AUT,2021-04-10,0
Austria,AUT,2021-04-11,0
Austria,AUT,2021-04-12,0
Austria,AUT,2021-04-13,0
Austria,AUT,2021-04-14,0
Austria,AUT,2021-04-15,0
Austria,AUT,2021-04-16,0
Austria,AUT,2021-04-17,0
Austria,AUT,2021-04-18,0
Austria,AUT,2021-04-19,0
Austria,AUT,2021-04-20,0
Austria,AUT,2021-04-21,0
Austria,AUT,2021-04-22,0
Austria,AUT,2021-04-23,0
Austria,AUT,2021-04-24,0
Austria,AUT,2021-04-25,0
Austria,AUT,2021-04-26,0
Austria,AUT,2021-04-27,0
Austria,AUT,2021-04-28,0
Austria,AUT,2021-04-29,0
Austria,AUT,2021-04-30,0
Austria,AUT,2021-05-01,0
Austria,AUT,2021-05-02,0
Austria,AUT,2021-05-03,0
Austria,AUT,2021-05-04,0
Austria,AUT,2021-05-05,0
Austria,AUT,2021-05-06,0
Austria,AUT,2021-05-07,0
Austria,AUT,2021-05-08,0
Austria,AUT,2021-05-09,0
Austria,AUT,2021-05-10,0
Austria,AUT,2021-05-11,0
Austria,AUT,2021-05-12,0
Austria,AUT,2021-05-13,0
Austria,AUT,2021-05-14,0
Austria,AUT,2021-05-15,0
Austria,AUT,2021-05-16,0
Austria,AUT,2021-05-17,0
Austria,AUT,2021-05-18,0
Austria,AUT,2021-05-19,0
Austria,AUT,2021-05-20,0
Austria,AUT,2021-05-21,0
Austria,AUT,2021-05-22,0
Austria,AUT,2021-05-23,0
Austria,AUT,2021-05-24,0
Austria,AUT,2021-05-25,0
Austria,AUT,2021-05-26,0
Austria,AUT,2021-05-27,0
Austria,AUT,2021-05-28,0
Austria,AUT,2021-05-29,0
Austria,AUT,2021-05-30,0
Austria,AUT,2021-05-31,0
Austria,AUT,2021-06-01,0
Austria,AUT,2021-06-02,0
Austria,AUT,2021-06-03,0
Austria,AUT,2021-06-04,0
Austria,AUT,2021-06-05,0
Austria,AUT,2021-06-06,0
Austria,AUT,2021-06-07,0
Austria,AUT,2021-06-08,0
Austria,AUT,2021-06-09,0
Austria,AUT,2021-06-10,0
Austria,AUT,2021-06-11,0
Austria,AUT,2021-06-12,0
Austria,AUT,2021-06-13,0
Austria,AUT,2021-06-14,0
Austria,AUT,2021-06-15,0
Austria,AUT,2021-06-16,0
Austria,AUT,2021-06-17,0
Austria,AUT,2021-06-18,0
Austria,AUT,2021-06-19,0
Austria,AUT,2021-06-20,0
Austria,AUT,2021-06-21,0
Austria,AUT,2021-06-22,0
Austria,AUT,2021-06-23,0
Austria,AUT,2021-06-24,0
Austria,AUT,2021-06-25,0
Austria,AUT,2021-06-26,0
Austria,AUT,2021-06-27,0
Austria,AUT,2021-06-28,0
Austria,AUT,2021-06-29,0
Austria,AUT,2021-06-30,0
Austria,AUT,2021-07-01,0
Austria,AUT,2021-07-02,0
Austria,AUT,2021-07-03,0
Austria,AUT,2021-07-04,0
Austria,AUT,2021-07-05,0
Austria,AUT,2021-07-06,0
Austria,AUT,2021-07-07,0
Austria,AUT,2021-07-08,0
Austria,AUT,2021-07-09,0
Austria,AUT,2021-07-10,0
Austria,AUT,2021-07-11,0
Austria,AUT,2021-07-12,0
Austria,AUT,2021-07-13,0
Austria,AUT,2021-07-14,0
Austria,AUT,2021-07-15,0.01
Austria,AUT,2021-07-16,0.01
Austria,AUT,2021-07-17,0.01
Austria,AUT,2021-07-18,0.01
Austria,AUT,2021-07-19,0.01
Austria,AUT,2021-07-20,0.01
Austria,AUT,2021-07-21,0.01
Austria,AUT,2021-07-22,0.01
Austria,AUT,2021-07-23,0.01
Austria,AUT,2021-07-24,0.01
Austria,AUT,2021-07-25,0.01
Austria,AUT,2021-07-26,0.01
Austria,AUT,2021-07-27,0.01
Austria,AUT,2021-07-28,0.01
Austria,AUT,2021-07-29,0.01
Austria,AUT,2021-07-30,0.01
Austria,AUT,2021-07-31,0.01
Austria,AUT,2021-08-01,0.01
Austria,AUT,2021-08-02,0.01
Austria,AUT,2021-08-03,0.01
Austria,AUT,2021-08-04,0.01
Austria,AUT,2021-08-05,0.01
Austria,AUT,2021-08-06,0.01
Austria,AUT,2021-08-07,0.01
Austria,AUT,2021-08-08,0.01
Austria,AUT,2021-08-09,0.01
Austria,AUT,2021-08-10,0.01
Austria,AUT,2021-08-11,0.01
Austria,AUT,2021-08-12,0.01
Austria,AUT,2021-08-13,0.02
Austria,AUT,2021-08-14,0.02
Austria,AUT,2021-08-15,0.02
Austria,AUT,2021-08-16,0.02
Austria,AUT,2021-08-17,0.02
Austria,AUT,2021-08-18,0.02
Austria,AUT,2021-08-19,0.02
Austria,AUT,2021-08-20,0.02
Austria,AUT,2021-08-21,0.02
Austria,AUT,2021-08-22,0.02
